SIC_Code,Description,Portfolio_Weight,Benchmark_Weight,Portfolio_Return,Benchmark_Return,Allocation,Selection,Interaction,Total
2842,"SPECIALTY CLEANING, POLISHING AND SANITATION PREPARATIONS",0.0,0.000404332,0.0,0.0023196963306633123,-9.379274567697584e-07,-9.379274567697584e-07,9.379274567697584e-07,-9.379274567697584e-07
2844,"PERFUMES, COSMETICS & OTHER TOILET PREPARATIONS",0.019951575,0.0026583799999999997,-0.19962825278810437,-0.11308815288820119,-0.0019556554800854763,-0.00023005647077190458,-0.0014965548228885062,-0.0036822667737458873
3357,DRAWING & INSULATING OF NONFERROUS WIRE,0.0,0.000725501,0.0,-0.06422864167178877,4.659794376152442e-05,4.659794376152442e-05,-4.659794376152442e-05,4.659794376152442e-05
1311,CRUDE PETROLEUM & NATURAL GAS,0.039118767,0.004286987000000001,-0.08307752483340614,0.022267511802147873,0.0007756170722398182,-0.0004516128025711438,-0.003669355140181557,-0.0033453508705128827
5411,RETAIL-GROCERY STORES,0.027023716,0.000829659,0.027883966719137288,0.027883966719137288,0.000730394213627185,0.0,0.0,0.000730394213627185
2851,"PAINTS, VARNISHES, LACQUERS, ENAMELS & ALLIED PRODS",0.0,0.000543076,0.0,0.17904446546830655,-9.723475212866604e-05,-9.723475212866604e-05,9.723475212866604e-05,-9.723475212866604e-05
2860,INDUSTRIAL ORGANIC CHEMICALS,0.0,0.000810325,0.0,-0.06129571160856772,4.966944750921264e-05,4.966944750921264e-05,-4.966944750921264e-05,4.966944750921264e-05
4911,ELECTRIC SERVICES,0.0,0.013318842,0.0,0.01367601032487593,-0.00018214862070739117,-0.00018214862070739117,0.00018214862070739117,-0.00018214862070739117
4400,WATER TRANSPORTATION,0.0,0.00183027,0.0,1.4442280315910796,-0.0026433272393802053,-0.0026433272393802053,0.0026433272393802053,-0.0026433272393802053
7990,SERVICES-MISCELLANEOUS AMUSEMENT & RECREATION,0.004588807,0.004050103,0.014836461728672479,0.014836461728672479,7.99246127908278e-06,0.0,0.0,7.99246127908278e-06
2870,AGRICULTURAL CHEMICALS,0.0,0.00046902500000000003,0.0,-0.07398709934528508,3.4701799270422334e-05,3.4701799270422334e-05,-3.4701799270422334e-05,3.4701799270422334e-05
4922,NATURAL GAS TRANSMISSION,0.0,0.003274142,0.0,0.08474211289055797,-0.00027745771098371726,-0.00027745771098371726,0.00027745771098371726,-0.00027745771098371726
4923,NATURAL GAS TRANSMISSION & DISTRIBUTION,0.0,0.001195705,0.0,0.09821707851110384,-0.00011743865186111941,-0.00011743865186111941,0.00011743865186111941,-0.00011743865186111941
4924,NATURAL GAS DISTRIBUTION,0.0,0.000432923,0.0,0.042266187050358894,-1.8298004496402525e-05,-1.8298004496402525e-05,1.8298004496402525e-05,-1.8298004496402525e-05
4931,ELECTRIC & OTHER SERVICES COMBINED,0.0,0.007922189999999999,0.0,-0.06378854708479437,0.000505344989829687,0.000505344989829687,-0.000505344989829687,0.000505344989829687
4932,GAS & OTHER SERVICES COMBINED,0.0,0.001109473,0.0,-0.027649469780755775,3.0676340186064454e-05,3.0676340186064454e-05,-3.0676340186064454e-05,3.0676340186064454e-05
5961,RETAIL-CATALOG & MAIL-ORDER HOUSES,0.0,0.041897168000000005,0.0,0.7649362555420056,-0.03204866280773434,-0.03204866280773434,0.03204866280773434,-0.03204866280773434
4941,WATER SUPPLY,0.0,0.000486901,0.0,-0.1434782608695634,6.985970869565129e-05,6.985970869565129e-05,-6.985970869565129e-05,6.985970869565129e-05
3411,METAL CANS,0.0,0.000333376,0.0,0.10679238021935733,-3.560201654800847e-05,-3.560201654800847e-05,3.560201654800847e-05,-3.560201654800847e-05
4953,REFUSE SYSTEMS,0.0,0.002297428,0.0,0.19111040567353998,-0.0004390623970857496,-0.0004390623970857496,0.0004390623970857496,-0.0004390623970857496
3420,"CUTLERY, HANDTOOLS & GENERAL HARDWARE",0.0,0.000604223,0.0,0.2708618800772431,-0.00016366097776591206,-0.00016366097776591206,0.00016366097776591206,-0.00016366097776591206
2911,PETROLEUM REFINING,0.044115404999999996,0.020725250999999997,0.16489853600401022,-0.02358121132578098,-0.0005515681644165613,0.003906290071826502,0.004408570315924905,0.007763292223334845
7011,HOTELS & MOTELS,0.0,0.0033176449999999997,0.0,0.3954238981197402,-0.0013118761184774655,-0.0013118761184774655,0.0013118761184774655,-0.0013118761184774655
6500,REAL ESTATE,0.029276112,0.000789309,0.18676695563488122,0.18676695563488122,0.005320393472080602,0.0,0.0,0.005320393472080602
3430,"HEATING EQUIP, EXCEPT ELEC & WARM AIR; & PLUMBING FIXTURES",0.012545545,0.000315352,0.4124841838886546,0.4124841838886546,0.005044761178405736,0.0,0.0,0.005044761178405736
5990,"RETAIL-RETAIL STORES, NEC",0.0,0.000412974,0.0,0.038928821321799534,-1.607659105654884e-05,-1.607659105654884e-05,1.607659105654884e-05,-1.607659105654884e-05
3944,"GAMES, TOYS & CHILDREN'S VEHICLES (NO DOLLS & BICYCLES)",0.0,0.000149144,0.0,-0.1757869249394669,2.6217565133171854e-05,2.6217565133171854e-05,-2.6217565133171854e-05,2.6217565133171854e-05
1389,"OIL & GAS FIELD SERVICES, NEC",0.0,0.00159055,0.0,-0.005218294325603395,8.29995803958848e-06,8.29995803958848e-06,-8.29995803958848e-06,8.29995803958848e-06
6510,REAL ESTATE OPERATORS (NO DEVELOPERS) & LESSORS,0.0,0.000361214,0.0,0.16575529733424532,-5.987313397129209e-05,-5.987313397129209e-05,5.987313397129209e-05,-5.987313397129209e-05
1400,MINING & QUARRYING OF NONMETALLIC MINERALS (NO FUELS),0.0,0.001310264,0.0,0.378509073139786,-0.0004959468122084286,-0.0004959468122084286,0.0004959468122084286,-0.0004959468122084286
5500,RETAIL-AUTO DEALERS & GASOLINE STATIONS,0.0,0.0012505709999999998,0.0,0.5272512463037582,-0.000659365118341337,-0.000659365118341337,0.000659365118341337,-0.000659365118341337
2430,"MILLWOOD, VENEER, PLYWOOD, & STRUCTURAL WOOD MEMBERS",0.014073102,0.0,0.31321145222490476,0.0,0.0,0.0,0.0044078567147292115,0.0044078567147292115
8062,"SERVICES-GENERAL MEDICAL & SURGICAL HOSPITALS, NEC",0.0,0.0013282160000000001,0.0,0.10580570591476532,-0.00014053283148728594,-0.00014053283148728594,0.00014053283148728594,-0.00014053283148728594
4991,COGENERATION SERVICES & SMALL POWER PRODUCERS,0.0,0.000187147,0.0,-0.3151903237282103,5.8986923514763375e-05,5.8986923514763375e-05,-5.8986923514763375e-05,5.8986923514763375e-05
6021,NATIONAL COMMERCIAL BANKS,0.127470393,0.03407133400000001,0.16560902652012668,0.14452354183039842,0.013498362810306348,0.0007184105914156181,0.0019693644285795264,0.016186137830301494
6022,STATE COMMERCIAL BANKS,0.089981678,0.003763444,0.12460724879965998,0.01188042548296743,0.0010243093043100489,0.0004242410868502667,0.009719107630795254,0.01116765802195557
8071,SERVICES-MEDICAL LABORATORIES,0.0,0.000725362,0.0,-0.07718003249188193,5.5983462728376465e-05,5.5983462728376465e-05,-5.5983462728376465e-05,5.5983462728376465e-05
